,tt,type,ru,,
,әлтернәтиф рок ,nonetype,альтернативный рок,,
,Köç ,noun,сила,,
,Йолдызлар сибелгән тупланышы ,nonetype,рассеянное звёздное скопление,,
,Köç ,nonetype,Сила,,
,elektromagnetizm ,nonetype,электромагнетизм,,
,elektromagnetizm ,nonetype,електромаґнетізм,,
,Карате ,noun,карате,,
,Карате ,nonetype,Карате,,
,Massa ,noun feminine,масса,,
,Massa ,nonetype,Вага,,
,Корыч ,noun,сталь,,
,Корыч ,noun feminine,сталь,,
,Корыч ,nonetype,Cilechi,,
,Төшнең бүленүе ,nonetype,деление ядра,,
,Гамма-нурланыш ,nonetype,гамма-излучение,,
,Литр ,noun,литр,,
,Литр ,noun masculine,литр,,
,Сихерле саннар ,nonetype,магические числа,,
,Трансформатор ,noun masculine,трансформатор,,
,Трансформатор ,nonetype,Трансформатор,,
,Ясалма интеллект ,noun,искусственный интеллект,,
,Aktsiä ,nonetype,aкция,,
,Ясалма интеллект ,nonetype,Умела інтеліґенція,,
,Стоматология ,nonetype,стоматология,,
,Бизгәк авыруы ,nonetype,Маларія,,
,Бизгәк авыруы ,noun,малярия,,
,Пенициллин ,nonetype,Бензилпенициллин,,
,пенивмания ,noun,пневмония,,
,Ньютон ,nonetype,ньютон,,
,Ньютон ,noun masculine,ньютон,,
,Gömbäz ,noun,купол,,
,Gömbäz ,noun masculine,купол,,
,Каллиграфия ,nonetype,Каліґрафія,,
,Каллиграфия ,noun,каллиграфия,,
,Казылма ягулык ,nonetype,ископаемое топливо,,
,Уксибәр ,noun,пулемёт,,
,Атом-төш коралы ,nonetype,ядерное оружие,,
,Киви ,noun feminine neuter,киви,,
,Туры калкулык ,nonetype,Прямое восхождение,,
,Оптика ,nonetype,Оптіка,,
,Оптика ,nonetype,оптіка,,
,Оптика ,noun,оптика,,
,Оптика ,noun,оптика,,
,Дөнья ,noun masculine,мир,,
,Дөнья ,noun feminine,вселенная,,
,Дөнья ,noun masculine,мир,,
,Дөнья ,noun,мир1,,
,Дөнья ,noun masculine,свет,,
,Дөнья ,nonetype,Lumi,,
,Дөнья ,nonetype,lume,,
,Дөнья ,nonetype,lumi,,
,таксон ,nonetype,таксон,,
,авиаташучы ,noun masculine,авианосец,,
,теория ,nonetype,Теорія,,
,Инстинкт ,noun,инстинкт,,
,Теоретик физика ,nonetype,теоретическая физика,,
,күрү агназиясе ,nonetype,Зрительная агнозия,,
,Подкаст ,nonetype,подкаст,,
,Тимер юллар ,noun feminine,железная дорога,,
,Beton ,nonetype,Бетон,,
,Beton ,noun masculine,бетон,,
,Beton ,noun masculine,бетон,,
,Дөнья яклары ,nonetype,сторона света,,
,Ел фасыллары ,noun neuter,время года,,
,Ел фасыллары ,noun,времена года,,
,Ябалаксыманнар ,nonetype,Совы,,
,Ябалаксыманнар ,nonetype,совообразные,,
,Төкле аяклы елак карчыга ,nonetype,Мохноногий канюк,,
,Функцияле төймәләр ,nonetype,Функциональные клавиши,,
,борам ,noun masculine,паром,,
,бала төшерү ,nonetype,Выкидыш,,
,динге бизгәге ,nonetype,лихорадка денге,,
,Төкле аяклы елак карчыга ,nonetype,Зимняк,,
,әрхәрәй ,noun masculine,епископ,,
,Söyläm ,noun,диалект,,
,Söyläm ,noun masculine,диалект,,
,Цилиндр ,noun masculine,цилиндр,,
,Цилиндр ,noun masculine,цилиндр,,
,Кардәш ,noun,сиблинг,,
,Кардәш ,noun masculine,родственник,,
,Söyläm ,nonetype,Діалект,,
,Söyläm ,nonetype,діалект,,
,Инҗил ,nonetype,Евангелие,,
,Инҗил ,noun neuter,евангелие,,
,Синагога ,noun feminine,синагога,,
,Синагога ,noun feminine,синагога,,
,Каплан ,noun,леопард,,
,быранхиял асмы ,nonetype,бронхиальная астма,,
,Мәкаль ,noun,пословица,,
,Мәкаль ,noun feminine,пословица,,
,Алмашлык ,nonetype,Містоназывникы,,
,икзагин аллиргик әлвиялит ,nonetype,Экзогенный аллергический альвеолит,,
,Суыткыч ,noun masculine,холодильник,,
,Алмашлык ,noun,местоимение,,
,Алмашлык ,noun neuter,местоимение,,
,Армия ,nonetype,сухопутные войска,,
,Армия ,noun feminine,армия,,
,Армия ,noun n-p,войска,,
,Армия ,noun neuter,войско,,
,Синтаксис ,noun,синтаксис,,
,Синтаксис ,noun masculine,синтаксис,,
,тәрбияләнүче хайван ,noun,питомец,,
,Юань ,nonetype,китайский юань,,
,Юань ,noun masculine,юань,,
,Юань ,noun feminine,жэньминьби,,
,Зират ,noun neuter,кладбище,,
,Зират ,noun neuter,кладбище,,
,Зират ,nonetype,Chimitiru,,
,эчемлек ,nonetype,Biuturâ,,
,Дога ,nonetype,Rugâciuni,,
,Дога ,noun feminine,молитва,,
,Дога ,noun feminine,молитва,,
,Чык ,nonetype,Роса,,
,Чык ,noun feminine,роса,,
,Чык ,verb,выйти,,
,Чык ,verb,выходить,,
,Чык ,noun feminine,росинка,,
,İmpuls ,noun,импульс,,
,гинасыт ,nonetype,Ґеноцід,,
,гинасыт ,noun,геноцид,,
,Balet ,noun masculine,балет,,
,Balet ,noun masculine,балет,,
,Kraxmal ,noun,крахмал,,
,синоним ,noun,синонимы,,
,теринир ,noun,тренер,,
,рухани ,noun masculine,священник,,
,рухани ,nonetype,Preftu,,
,рипартүр ,noun masculine,репортёр,,
,күхнә ,noun feminine,кухня,,
,апостоллар ,noun,апостолы,,
,Federativ däwlät ,nonetype,федеративное государство,,
,пашпурт ,noun masculine,паспорт,,
,Ата зат ,noun,самец,,
,кошлар герипе ,nonetype,Птичий грипп,,
,Ата зат ,nonetype,Mascuru,,
,Ата зат ,nonetype,Самець,,
,Эпидемия ,noun,эпидемия,,
,Эпидемия ,noun feminine,эпидемия,,
,Эпидемия ,nonetype,Епідемія,,
,Kinetik energiä ,noun,кинетическая энергия,,
,Биотөрлелек ,nonetype,биоразнообразие,,
,Туризм ,noun masculine,туризм,,
,Туризм ,noun masculine,туризм,,
,физик җәгърафия ,nonetype,физическая география,,
,гыраждан милләтчлеге ,nonetype,гражданский национализм,,
,пыратасинкелл ,nonetype,Протосинкелл,,
,Хәлифә ,noun,халиф,,
,Хәлифә ,noun masculine,халиф,,
,Үсемлек ашаучы хайваннар ,nonetype,фитофаги,,
,Сан ,noun,имя числительное,,
,Сан ,noun neuter,число,,
,Сан ,noun neuter,количество,,
,Сан ,noun neuter,число,,
,Сан ,adjective,количественный,,
,Сан ,noun masculine,номер,,
,Сан ,noun feminine,цена,,
,Метеорит ,noun,метеорит,,
,İmport ,nonetype,Импорт,,
,Сан ,nonetype,Чісло,,
,Сан ,nonetype,Чісловникы,,
,Сан ,neuter,чісло,,
,Символ ,noun,символ,,
,Символ ,noun masculine,символ,,
,Символ ,noun masculine,персонаж,,
,петабайт ,noun,петабайт,,
,Лингва-франка ,nonetype,лингва франка,,
,Темперамент ,nonetype,Темперамент,,
,Темперамент ,noun masculine,темперамент,,
,Темперамент ,nonetype,Темперамент,,
,Темперамент ,nonetype,темперамент,,
,Сатып алу мөмкинчелеге паритеты ,nonetype,Паритет покупательной способности,,
,Неврология ,nonetype,неврология,,
,Цифрлар ,noun feminine,цифра,,
,Гидросфера ,nonetype,Гидросфера,,
,Гидросфера ,noun,гидросфера,,
,авыр атлетика ,nonetype,тяжёлая атлетика,,
,Гейзер ,noun,гейзер,,
,Гейзер ,noun masculine,гейзер,,
,Иминлек мендәре ,noun feminine,подушка безопасности,,
,Иммунология ,nonetype,иммунология,,
,ритсер ,noun masculine,рыцарь,,
,Бинокль ,noun masculine,бинокль,,
,Бинокль ,noun masculine,бинокль,,
,керәйсер ,noun,крейсер,,
,даруханәче ,noun masculine,аптекарь,,
,үстричә ,nonetype,Устрица,,
,янгынчы ,adjective noun masculine,пожарный,,
,кыларнитче ,noun masculine,кларнетист,,
,прафисыр ,noun,профессор,,
,прагматизм ,nonetype,прагматизм,,
,Чаңгы спорты ,masculine,лыжный спорт,,
,сөт бизе яман шеше ,nonetype,рак молочной железы,,
,Ферма ,noun,ферма,,
,Ферма ,noun feminine,ферма,,
,Җирсыман планеталар ,nonetype,планета земной группы,,
,Җилем ,noun verb,клей,,
,Җилем ,noun masculine,клей,,
,Ак тишек ,nonetype,белая дыра,,
,бүсер ,nonetype,Грыжа,,
,ыжбан ,nonetype,Жбан,,
,Kauçuk ,noun,каучук,,
,тагун ,noun,чума,,
,Шәһәр-дәүләт ,nonetype,город-государство,,
,Шәһәр-дәүләт ,noun u0433u043eu0440u043eu0434-u0433u043eu0441u0443u0434u0430u0440u0441u0442u0432u043e,город-государство,,
,ыскавыт ,nonetype,Скаут,,
,Күк җиләк ,noun feminine,голубика,,
,бума ютәл ,nonetype,Коклюш,,
,Polipropilen ,nonetype,полипропилен,,
,икенчелавызлылар ,nonetype,вторичноротые,,
,теш тихниге ,nonetype,Зубной техник,,
,төшенчә ,nonetype,Понятя,,
,хәрби мөһәндис ,nonetype,военный инженер,,
,сары бизгәк ,nonetype,Жёлтая лихорадка,,
,Кызыл тилгән ,nonetype,красный коршун,,
,Кызыл тилгән ,nonetype,Коршун червеный,,
,Икътисад ,nonetype,Icunumia,,
,Икътисад ,nonetype,icunumia,,
,папарасы ,nonetype,Папарацци,,
,Икътисад ,nonetype,История экономических учений,,
,Икътисад ,noun,экономика,,
,Икътисад ,noun feminine,экономика,,
,Икътисад ,noun neuter,хозяйство,,
,керисталлаграфия ,nonetype,кристаллография,,
,Серсүз ,noun masculine,пароль,,
,Серсүз ,noun masculine,пароль,,
,Чабыртмалы тиф ,nonetype,сыпной тиф,,
,Зәңгелә ,nonetype,Цинга,,
,Зәңгелә ,noun feminine,цинга,,
,Кесә персональ компьютеры ,nonetype,карманный персональный компьютер,,
,Әтәлге ,nonetype,Балабан,,
,Açlıq ,nonetype,Массовый голод,,
,Açlıq ,nonetype,массовый голод,,
,Табышсыз оешма ,nonetype,некоммерческая организация,,
,Әтәлге ,nonetype,Балобан,,
,Гади тузбаш ,nonetype,Обыкновенный уж,,
,ашказаны җәрәхәте ,nonetype,Язва желудка,,
,туганлык ,noun,родство,,
,Үләксә ашаучылар ,nonetype,падальщики,,
,Үсештәге ил ,nonetype,Развивающаяся страна,,
,Бобслей ,nonetype,Бобслей,,
,либиртариянлык ,nonetype,либертарианство,,
,Тыюлык ,noun,заповедник,,
,Тыюлык ,noun masculine,заповедник,,
,Рифма ,noun,рифма,,
,түләүсез програм тәэминаты ,nonetype,бесплатное программное обеспечение,,
,каубуй ,noun,ковбой,,
,бүлмә ,nonetype,Udă,,
,Тәкъвачылык ,noun,аскетизм,,
,Тәкъвачылык ,noun,аскеза,,
,Архаизм ,nonetype,Архаизм,,
,Амбар ,noun,склад,,
,Амбар ,noun masculine,амбар,,
,һидрография ,nonetype,Гидрография,,
,Иммунитет ,nonetype,Иммунитет,,
,Иммунитет ,noun masculine,иммунитет,,
,Eksport ,nonetype,Экспорт,,
,Тулаем милли продукт ,nonetype,Валовой национальный продукт,,
,Һава шары ,noun,воздушный шар,,
,Һава шары ,noun masculine,аэростат,,
,Кире бәйләнеш ,nonetype,обратная связь,,
,Кире бәйләнеш ,noun feminine,обратная связь,,
,Timer-beton ,noun masculine,железобетон,,
,Timer-beton ,noun masculine,железобетон,,
,Хокук белгече ,noun masculine,юрист,,
,yarlıqaw ,noun,амнистия,,
,үсемлекләр физиологиясе ,nonetype,физиология растений,,
,Fizioterapiä ,nonetype,Физическая реабилитация,,
,Fizioterapiä ,noun feminine,физиотерапия,,
,Тамчы ,noun particle feminine,капля,,
,Тамчы ,noun feminine,капля,,
,Гало ,nonetype,Гало,,
,Гало ,noun neuter,гало,,
,литинан ,noun,лейтенант,,
,иҗтимагый сыйныф ,nonetype,социальный класс,,
,Имчәк ,noun,сосок,,
,Имчәк ,noun feminine,грудь,,
,Имчәк ,noun,перси,,
,Имчәк ,noun feminine,соска,,
,Имчәк ,noun masculine,сосок,,
,Пәхләвә ,nonetype,Пахлава,,
,Пәхләвә ,noun feminine,баклава,,
,Пәхләвә ,noun feminine,пахлава,,
,Җитештерү ,nonetype,промышленное производство,,
,әйләнә-тирә мохитне саклау ,nonetype,энвайронментология,,
,ашказаны яман шеше ,nonetype,рак желудка,,
,атриюм ,noun,атриум,,
,Veksel ,nonetype,Вексель,,
,Октаэдр ,nonetype,восьмигранник,,
,Яшьләр ,nonetype,Молодёжь,,
,Яшьләр ,nonetype,молодежный,,
,Яшьләр ,nonetype,молодежь,,
,Bişençe kolonna ,nonetype,Пятая колонна,,
,Гармоник тирбәнүләр ,nonetype,Гармонический осциллятор,,
,арахналугия ,nonetype,арахнология,,
,Пульс ,noun,пульс,,
,Тоташ тирәлекләр механикасы ,nonetype,механика сплошных сред,,
,Онтогенез ,nonetype,онтогенез,,
,Чагыштыру ,nonetype,Сравнение,,
,Чагыштыру ,noun neuter,сравнение,,
,Чагыштыру ,verb,сравнить,,
,Кичә ,nonetype,Вечеринка,,
,Кичә ,adverb,вчера,,
,Кичә ,adjective,вчерашний,,
,капир ,nonetype,капер,,
,Уйланма берле ,nonetype,мнимая единица,,
,лифтүр ,nonetype,лифтёр,,
,мүлтфилм ,noun,мультфильм,,
,тиратума ,nonetype,Тератома,,
,Дию пәрие ,nonetype,эльфы Средиземья,,
,һипагликимия ,nonetype,Гипогликемия,,
,Сюита ,nonetype,сюита,,
,Сюита ,noun,сюита,,
,Намус ,verb noun,честь,,
,Намус ,noun feminine,совесть,,
,Намус ,noun feminine,честь,,
,йөрәк туктау ,nonetype,Остановка сердца,,
,башсызландыру ,nonetype,обезглавливание,,
,кәнсирн ,nonetype,Концерн,,
,Deltaplan ,nonetype,Дельтапланеризм,,
,Мәдәни мирас ,nonetype,культурное наследие,,
,Тоника ,noun,тоника,,
,Тоника ,noun,тоника,,
,Kreking ,nonetype,Крекинг,,
,Кибет ,noun,магазин,,
,Кибет ,noun masculine,магазин,,
,Кибет ,noun masculine,бутик,,
,Кибет ,noun feminine,лавка,,
,Майма ,nonetype,Обыкновенный гольян,,
,Майма ,nonetype,Терлянка,,
,ми үлеме ,nonetype,Смерть мозга,,
,күз йөртүче нерв ,nonetype,глазодвигательный нерв,,
,Технология сингулярлыгы ,nonetype,технологическая сингулярность,,
,Технология сингулярлыгы ,nonetype,технологическая сингулярность,,
,Фәрештә ,noun masculine,ангел,,
,Фәрештә ,noun masculine,ангел,,
,фармасифтик химия ,nonetype,Фармацевтическая химия,,
,Bu ,noun,пар,,
,акшар ,nonetype,Известь,,
,синология ,noun,синология,,
,тамгаханәче ,noun,таможенник,,
,яңалыклар алып баручы ,nonetype,ведущий новостей,,
,мансар түбәсе ,nonetype,Мансардная крыша,,
,Аденома ,nonetype,Аденома,,
,Рәшә ,nonetype,Мираж,,
,Экотоп ,nonetype,экотоп,,
,Гөман ,noun,гипотеза,,
,Өстән караучы ,nonetype,Обыкновенный верхогляд,,
,Сальмонеллёз ,nonetype,Сальмонеллёзы,,
,Гравитацион коллапс ,nonetype,Гравитационный коллапс,,
,зәркән ,noun,ювелир,,
,заулыг ,noun,зоолог,,
,үңәч яман шеше ,nonetype,рак пищевода,,
,Tösle qorğı ,nonetype,цветной заряд,,
,Зыялылар ,noun,интеллигенция,,
,Бодай ярмасы ,nonetype,манная крупа,,
,баш сәргаскәр ,noun,главнокомандующий,,
,Хлорбензол ,nonetype,хлорбензол,,
,буш ара ,noun,пробел,,
,Бомбага тотучы истребитель ,nonetype,Истребитель-бомбардировщик,,
,Планетезималь ,nonetype,планетезималь,,
,Апостроф ,noun,апостроф,,
,Кәһриз ,nonetype,кяриз,,
,Гармоник рәт ,nonetype,Гармонический ряд,,
,әдәбият назариясе ,nonetype,Теория литературы,,
,Югары технологияләр ,nonetype,Высокие технологии,,
,экстремизм ,noun,экстремизм,,
,бавыр эшчәнлегенең җитлексезлеге ,nonetype,почечная недостаточность,,
,Мөһаҗир ,nonetype,мухаджир,,
,Arxeologik mädäniät ,nonetype,археологическая культура,,
,автыр-башкаручы ,nonetype,автор-исполнитель,,
,Пылау ,masculine,плов,,
,Антитеза ,noun,антитеза,,
,Антитеза ,noun feminine,антитеза,,
,инспиктыр ,nonetype,Инспектор,,
,Magnum opus ,nonetype,Magnum opus,,
,үпкә венасы ,nonetype,Лёгочная вена,,
,Нейтрино тирбәнешләре ,nonetype,Нейтринные осцилляции,,
,кәриктер ,nonetype,корректор,,
,Bişençe buın istrebitele ,nonetype,истребитель пятого поколения,,
,Рудиментлар ,nonetype,Рудиментарные органы,,
,уку фильмы ,nonetype,образовательный фильм,,
,Ике башлы бөркет ,nonetype,Двуглавый орёл,,
,типидари ,nonetype,Тепидарий,,
,Әл-Халикъ ,nonetype,Бог-Творец,,
,Галактик һало ,nonetype,Галактическое гало,,
,Хезмәткәр ,nonetype,Белый воротничок,,
,Хезмәткәр ,noun,трудоустройство,,
,Хезмәткәр ,noun,сотрудник,,
,Enter (төймә) ,nonetype,клавиша ввода,,
,Ат ,noun masculine,конь,,
,Ат ,noun neuter,имя,,
,Ат ,noun feminine,лошадь,,
,Ат ,noun masculine,конь,,
,Ат ,noun neuter,название,,
,Ат ,nonetype,домашняя лошадь,,
,Ат ,verb,стрелять,,
,Праймериз ,nonetype,Праймериз,,
,арыслан ,nonetype,Лев,,
,мәче ,nonetype,Мачка,,
,Шоколад ,noun masculine,шоколад,,
,Шоколад ,noun masculine,шоколад,,
,Шоколад ,nonetype,Ciuculatâ,,
,Спорт ,noun,спорт,,
,Спорт ,noun masculine,спорт,,
,Спорт ,adjective,спортивный,,
,Спорт ,nonetype,Шпорт,,
,Спорт ,masculine,шпорт,,
,метрология ,noun,метрология,,
,Уй ,nonetype,Мыслїня,,
,Уй ,nonetype,Розум,,
,Уй ,noun neuter,мышление,,
,Уй ,noun masculine,ум,,
,Уй ,noun neuter,мнение,,
,Уй ,noun feminine,мысль,,
,Уй ,noun,раздумье,,
,Тынычлык ,noun masculine,мир,,
,Тынычлык ,noun masculine,мир,,
,Тынычлык ,noun,мир2,,
,Тынычлык ,noun neuter,спокойствие,,
,Тынычлык ,noun feminine,тишина,,
,Тынычлык ,nonetype,Мір,,
,Тынычлык ,nonetype,Irini,,
,физиялугия ,noun,физиология,,
,Кара тишек ,noun,чёрная дыра,,
,Кара тишек ,noun feminine,чёрная дыра,,
,Кара тишек ,nonetype,Чорна дїра,,
,Кара тишек ,nonetype,чорна дїра,,
,Музыка ,noun,музыка,,
,Музыка ,noun feminine,музыка,,
,Музыка ,nonetype,Музика,,
,Музыка ,nonetype,музика,,
,Музыка ,nonetype,Muzica,,
,Титан ,noun,титан,,
,Титан ,noun masculine,титан,,
,Титан ,nonetype,Titaniu,,
,сәнгать ,nonetype,Уменя,,
,сәнгать ,nonetype,artã,,
,Вольфрам ,noun masculine,вольфрам,,
,Вольфрам ,nonetype,Wolframu,,
,Никель ,noun masculine,никель,,
,Никель ,noun masculine,никель,,
,Осмий ,noun masculine,осмий,,
,Осмий ,nonetype,Osmiu,,
,Йорт дуңгызы ,noun feminine,свинья,,
,Йорт дуңгызы ,nonetype,Свиня домашня,,
,Германий ,noun masculine,германий,,
,Германий ,nonetype,Germaniu,,
,Селен ,noun masculine,селен,,
,Селен ,nonetype,Seleniu,,
,Цирконий ,noun masculine,цирконий,,
,Цирконий ,nonetype,Zirconiu,,
,Йөрәк ,noun,сердце,,
,Йөрәк ,noun neuter,сердце,,
,Йөрәк ,nonetype,Сердце,,
,Йөрәк ,nonetype,Inimâ,,
,Йөрәк ,feminine,inimã,,
,Нептуний ,noun,нептуний,,
,Нептуний ,nonetype,Neptuniu,,
,Аниме ,noun,аниме,,
,Цезий ,noun masculine,цезий,,
,Цезий ,nonetype,Cesiu,,
,Электр корылмасы ,nonetype,электрический заряд,,
,Актиний ,noun masculine,актиний,,
,Актиний ,nonetype,Актіній,,
,Актиний ,nonetype,Actiniu,,
,Радон ,noun,радон,,
,Радон ,nonetype,Radon,,
,straight edge ,nonetype,straight edge,,
,дубний ,noun,дубний,,
,дубний ,nonetype,Dubniu,,
,сиборгий ,nonetype,Seaborgiu,,
,сиборгий ,noun,сиборгий,,
,Рентгений ,noun,рентгений,,
,Рентгений ,nonetype,Roentgeniu,,
,оганессон ,nonetype,оганесон,,
,оганессон ,nonetype,Ununoctiu,,
,Неодим ,noun,неодим,,
,Неодим ,nonetype,Neodimu,,
,Европий ,noun masculine,европий,,
,Европий ,nonetype,Europiu,,
,Чирәмдәге хоккей ,nonetype,хоккей на траве,,
,Эрбий ,noun masculine,эрбий,,
,Эрбий ,nonetype,Erbiu,,
,Тулий ,noun masculine,тулий,,
,Тулий ,nonetype,Tuliu,,
,Лютеций ,noun masculine,лютеций,,
,Лютеций ,nonetype,Lutețiu,,
,Америций ,noun masculine,америций,,
,Америций ,nonetype,Америцій,,
,Америций ,nonetype,Americiu,,
,Кәрлә планета ,noun,карликовая планета,,
,Астероидлар билбавы ,noun,пояс астероидов,,
,Астероид ,noun masculine,астероид,,
,Фотон ,noun,фотон,,
,Баш эзлеклелек ,nonetype,главная последовательность,,
,Астероид ,nonetype,астероід,,
,Югары уку йорты ,noun,университет,,
,Харита ,nonetype,географическая карта,,
,Харита ,nonetype,географическая карта,,
,Харита ,noun feminine,карта,,
,Харита ,nonetype,Hartâ,,
,Ğälämi fäza ,noun,космическое пространство,,
,Тәрҗемәи хәл ,noun,автобиография,,
,Пульсар ,noun,пульсар,,
,Каты диск ,nonetype,Твердый діск,,
,Гади тиен ,nonetype,обыкновенная белка,,
,Каты диск ,noun masculine,жёсткий диск,,
,Каты диск ,nonetype,жесткий диск,,
,Бейсбол ,noun masculine,бейсбол,,
,Бейсбол ,nonetype,Бейсбал,,
,Ак кәрлә ,noun,белый карлик,,
,Tramway ,noun masculine,трамвай,,
,Tramway ,noun masculine,трамвай,,
,Җенси якынлык ,noun,половой акт,,
,Җенси якынлык ,noun neuter,половое сношение,,
,Җенси якынлык ,noun masculine,половой акт,,
,Җенси якынлык ,noun neuter,сношение,,
,Җенси якынлык ,noun neuter,совокупление,,
,либирәлизем ,nonetype,Лібералізм,,
,либирәлизем ,noun,либерализм,,
,Ватанпәрвәрлек ,nonetype,Патріотізм,,
,Ватанпәрвәрлек ,noun,патриотизм,,
,Ватанпәрвәрлек ,noun masculine,патриотизм,,
,Лесбиан ,nonetype,лесбиянство,,
,Демократия ,noun,демократия,,
,Демократия ,noun feminine,демократия,,
,Демократия ,neuter,народовластие,,
,Демократия ,nonetype,Демокрація,,
,Демократия ,feminine,демокрація,,
,Идеология ,noun,идеология,,
,Идеология ,noun feminine,идеология,,
,Идеология ,nonetype,Ідеолоґія,,
,Монархия ,noun,монархия,,
,Монархия ,noun feminine,монархия,,
,Монархия ,nonetype,Монархія,,
,Монархия ,nonetype,монархія,,
,Мускуллар ,noun feminine,мышца,,
,Мускуллар ,nonetype,М'яз,,
,Трамплиннан сикерү ,nonetype,прыжки на лыжах с трамплина,,
,Иртә ,noun,утро,,
,Иртә ,adjective,утренний,,
,Иртә ,noun neuter,утро,,
,Иртә ,adjective,ранний,,
,Иртә ,adverb,рано,,
,Иртә ,adverb,раньше,,
,Кан ,noun feminine,кровь,,
,Кан ,noun feminine,кровь,,
,Кан ,feminine,юшка,,
,Кан ,nonetype,Кров,,
,Кан ,feminine,кров,,
,Кан ,nonetype,Sândzi,,
,Кан ,noun feminine,sãndze,,
,Кан ,feminine,sãndzi,,
,пидагугикы ,nonetype,Педаґоґіка,,
,пидагугикы ,noun,педагогика,,
,Климат ,nonetype,Climâ,,
,Климат ,nonetype,Клімат,,
,Климат ,nonetype,клімат,,
,Климат ,noun,климат,,
,Климат ,noun masculine,климат,,
,җирне өйрәнүче фәннәр ,nonetype,науки о Земле,,
,Пәри ,noun,фея,,
,Җил ,noun masculine,ветер,,
,Җил ,noun masculine,ветер,,
,Җил ,nonetype,Vimtu,,
,Җил ,noun,vimtu,,
,Салым ,noun,налог,,
,Салым ,noun masculine,налог,,
,Салым ,nonetype,Дань,,
,Джаз ,noun,джаз,,
,Джаз ,noun masculine,джаз,,
,Джаз ,nonetype,Джез,,
,Öylänü ,nonetype,брачный союз,,
,Öylänü ,nonetype,брачный союз,,
,Öylänü ,nonetype,Манжелство,,
,Öylänü ,nonetype,манжелство,,
,Кеше хокуклары ,nonetype,Людьскы права,,
,Кеше хокуклары ,noun,права человека,,
,Коллык ,noun neuter,рабство,,
,Коллык ,nonetype,Рабство,,
,Мифология ,noun feminine,мифология,,
,Мифология ,nonetype,Міфолоґія,,
,Мифология ,nonetype,Mythologhie,,
,Җәйничелек ,nonetype,Джайнизм,,
,Җәйничелек ,nonetype,Джайнізм,,
,Йога ,noun feminine,йога,,
,Йога ,nonetype,Йоґа,,
,Нерв системасы ,nonetype,Нервова сістема,,
,Нерв системасы ,noun,нервная система,,
,Диалектика ,nonetype,Діалектіка,,
,Диалектика ,nonetype,Диалектика,,
,Сулыш ,nonetype,Дыханя,,
,Сулыш ,noun,дыхание,,
,Сулыш ,noun neuter,дыхание,,
,артерия ,noun feminine,артерия,,
,классик музыка ,nonetype,классическая музыка,,
,классик музыка ,nonetype,класічна музика,,
,Симфония ,noun,симфония,,
,Симфония ,noun feminine,симфония,,
,Симфония ,nonetype,Сімфонія,,
,Симфония ,nonetype,сімфонія,,
,Менделеевның периодик таблицасы ,nonetype,периодическая система химических элементов,,
,Менделеевның периодик таблицасы ,nonetype,периодическая система химических элементов,,
,Менделеевның периодик таблицасы ,nonetype,Tabellu periodicu a elementiľoru,,
,Менделеевның периодик таблицасы ,nonetype,Періодічна сістема елементів,,
,Менделеевның периодик таблицасы ,nonetype,періодічна сістема елементів,,
,Күгәрченнәр ,nonetype,Голубовы,,
,Күгәрченнәр ,nonetype,голубиные,,
,Бактерияләр ,noun,бактерии,,
,Бактерияләр ,nonetype,Бактерії,,
,Агач ,noun neuter,дерево,,
,Агач ,noun neuter,дерево,,
,Агач ,noun,деревья,,
,Агач ,noun feminine,древесина,,
,Агач ,noun neuter,древо,,
,Агач ,noun masculine,лес,,
,Агач ,nonetype,Arbure,,
,Агач ,noun,arbure,,
,Агач ,noun,lemnu,,
,Агач ,masculine,arburi,,
,Агач ,masculine,cupaci,,
,Агач ,masculine,cupaciu,,
,Нигез ,noun neuter,основание,,
,Нигез ,noun neuter,начало,,
,Нигез ,noun feminine,основа,,
,Нигез ,noun,постамент,,
,Нигез ,noun feminine,почва,,
,Нигез ,nonetype,Основа,,
,Нигез ,nonetype,Bazâ,,
,Ультрашәмәхә нурланыш ,nonetype,Ултрафіалове жарїня,,
,Ультрашәмәхә нурланыш ,nonetype,ултрафіалове жарїня,,
,Ультрашәмәхә нурланыш ,nonetype,Ультрафиолетовое излучение,,
,Ультрашәмәхә нурланыш ,nonetype,ультрафиолетовое излучение,,
,Рок-музыка ,noun masculine,рок,,
,Рок-музыка ,nonetype,Рок-музика,,
,Уен ,noun,игра,,
,Уен ,noun feminine,игра,,
,Уен ,nonetype,Гра,,
,Уен ,nonetype,гра,,
,Дзюдо ,noun,дзюдо,,
,Дзюдо ,noun,дзюдо,,
,Дзюдо ,nonetype,Джудо,,
,Сугару ,noun,орошение,,
,Кием ,noun feminine,одежда,,
,Кием ,noun feminine,одежда,,
,Кием ,noun feminine,форма,,
,Кием ,nonetype,Облечіня,,
,Кием ,neuter,облечіня,,
,Кием ,nonetype,Strańiu,,
,Кием ,neuter,vishtimintu,,
,Тизлек ,noun,скорость,,
,Тизлек ,noun feminine,скорость,,
,Тизлек ,nonetype,Швыдкость,,
,Температура ,noun,температура,,
,Температура ,noun feminine,температура,,
,нанутиханлугия ,noun,нанотехнология,,
,Термодинамика ,nonetype,Термодінаміка,,
,Термодинамика ,nonetype,термодінаміка,,
,Термодинамика ,noun,термодинамика,,
,Термодинамика ,noun feminine,термодинамика,,
