,tt,type,ru,,
,бишек,nonetype,люлька ,,
,Мөхәммәт,proper,Магомет ,,
,Мөхәммәт пәйгамбәр,nonetype,Магомет ,,
,Ислам,nonetype,магометанство ,,
,ислам,nonetype,магометанство ,,
,мөселман,noun,магометанин ,,
,мөселман,noun,магометанка ,,
,Мәгъриб,nonetype,Магриб ,,
,бәби,noun,малышка ,,
,бәбәй,noun,малышка ,,
,ана,noun,мамаша ,,
,әни,noun,мамаша ,,
,әни,noun,маменька ,,
,әни,noun,мамка ,,
,әни,noun,мамуля ,,
,әни,noun,мамуся ,,
,ам,nonetype,манда ,,
,бетэк,nonetype,манда ,,
,әни,noun,мамочка ,,
,Marshall Utırawları,proper,Маршалловы Острова ,,
,Marshall Utırawları,proper,Маршалловы Острова ,,
,марка,nonetype,марка ,,
,ана,noun,матушка ,,
,әни,noun,матушка ,,
,мәҗлис,nonetype,меджлис ,,
,мебел,nonetype,мебель ,,
,мебель,nonetype,мебель ,,
,Мәккә,nonetype,Мекка ,,
,мәккә,nonetype,Мекка ,,
,акбур,noun,мелок ,,
,бур,noun,мелок ,,
,доктор,nonetype,медик ,,
,табиб,noun,медик ,,
,минем исемем,nonetype,меня зовут ,,
,машина,noun,механизм ,,
,дару,noun,медикамент ,,
,рәхмәт,noun,мерси ,,
,кала,noun,местечко ,,
,шәһәр,noun,местечко ,,
,ขอบใจ,interjection,мерси ,,
,себерергә,nonetype,мести ,,
,Мәсих,nonetype,Мессия ,,
,гәүдә,nonetype,мертвяк ,,
,корпус,nonetype,мертвяк ,,
,мәет,noun,мертвяк ,,
,гәүдә,nonetype,мертвец ,,
,корпус,nonetype,мертвец ,,
,мәет,noun,мертвец ,,
,гәүдә,nonetype,мёртвое тело ,,
,корпус,nonetype,мёртвое тело ,,
,мәет,noun,мёртвое тело ,,
,буран,nonetype,метелица ,,
,буран,nonetype,метель ,,
,чик,noun,межа ,,
,чикләре,nonetype,межа ,,
,Ымлыклар,nonetype,междометие ,,
,ымлык,nonetype,междометие ,,
,Минераль су,nonetype,минеральная вода ,,
,минераль су,nonetype,минеральная вода ,,
,расаара,nonetype,межрасовый ,,
,минераль су,nonetype,минералка ,,
,Микаил,nonetype,Михаил ,,
,микрофон,nonetype,микрофон ,,
,тәлинкә,noun,миска ,,
,мискә,nonetype,миска ,,
,кесә телефоны,nonetype,мобильник ,,
,Каз Юлы,nonetype,Млечный Путь ,,
,киек каз юлы,nonetype,Млечный Путь ,,
,авыз,nonetype,молозиво ,,
,Мөхәммәт,proper,Мохаммед ,,
,Мөхәммәт пәйгамбәр,nonetype,Мохаммед ,,
,Муса,nonetype,Моисей ,,
,муса пәйгамбәр,nonetype,Моисей ,,
,намазлык,noun,молитвенный коврик ,,
,Молдавия,nonetype,Молдова ,,
,кишер,noun,морква ,,
,чүкеч,nonetype,молот ,,
,туңдырма,nonetype,мороженое ,,
,күбәләк,nonetype,мотыль ,,
,үч,noun,мщение ,,
,мөәзин,nonetype,муэззин ,,
,мужинэ,nonetype,мурашка ,,
,Мөхәммәт,proper,Мухаммад ,,
,Мөхәммәт пәйгамбәр,nonetype,Мухаммад ,,
,озынборын,noun,москит ,,
,черки,nonetype,москит ,,
,Мөхәммәт,proper,Мухаммед ,,
,Мөхәммәт пәйгамбәр,nonetype,Мухаммед ,,
,мөхәммәт пәйгамбәр,nonetype,Мухаммед ,,
,мөселман,noun,муслим ,,
,игенче,nonetype,мужик ,,
,ир,noun,мужик ,,
,ир кеше,nonetype,мужик ,,
,мөселман,noun,муслимка ,,
,мөселман,noun,мусульманка ,,
,кырмыска,noun,мурашка ,,
,чүп-чәр,nonetype,мусор ,,
,су анасы,nonetype,наяда ,,
,коймак,nonetype,налистник ,,
,Рәвеш,nonetype,наречие ,,
,рәвеш,noun,наречие ,,
,чана,noun,нарты ,,
,демократия,noun,народовластие ,,
,бөҗәк,nonetype,насекомое ,,
,ничек,adverb,насколько ,,
,буа,noun,насыпь ,,
,укытучы,noun,наставница ,,
,жәннәт,nonetype,небеса ,,
,офык,noun,небосклон ,,
,арзан,adjective,недорогой ,,
,дошман,noun,недруг ,,
,яшерен,nonetype,нелегальный ,,
,โรค,nonetype,недуг ,,
,яман,adjective,нехороший ,,
,โรค,nonetype,немочь ,,
,аз,adverb,немногий ,,
,яшерен,nonetype,неправомерный ,,
,дошман,noun,неприятель ,,
,дошман,noun,неприятельница ,,
,дошманлык,nonetype,неприятие ,,
,ахмак,nonetype,неумный ,,
,күгəрчен күзе,nonetype,незабудка ,,
,чит,nonetype,незнакомец ,,
,ят,nonetype,незнакомец ,,
,кол,noun,невольница ,,
,чит,nonetype,незнакомка ,,
,ят,nonetype,незнакомка ,,
,тәбәнәк,nonetype,невысокий ,,
,яшерен,nonetype,незаконный ,,
,โรค,nonetype,нездоровье ,,
,кыр,noun,нива ,,
,сафсата,nonetype,нонсенс ,,
,namzät,noun,номинантка ,,
,футбол,noun,ногомяч ,,
,кулъяулык,nonetype,носовой платок ,,
,namzät,noun,номинант ,,
,роман,noun,новелла ,,
,яңа ел,nonetype,Новый год ,,
,яңа ел,nonetype,Новый год ,,
,Нәүрүз,noun,Новруз ,,
,กระไต,nonetype,ножницы ,,
,เซีย,nonetype,ножницы ,,
,алышынуы,nonetype,обмен веществ ,,
,бит,noun,обличье ,,
,йөз,numeral,обличье ,,
,ялганчы,noun,обманщица ,,
,ялганчы,noun,обманщик ,,
,гизгеч,nonetype,обозреватель ,,
,башмак,nonetype,обувь ,,
,гадәт,noun,обыкновение ,,
,бер,determiner,одно ,,
,бер,determiner,одна ,,
,ут сүндергеч,nonetype,огнетушитель ,,
,койма,noun,ограждение ,,
,коймак,nonetype,оладья ,,
,курку,nonetype,опасаться ,,
,түләргә,nonetype,оплачивать ,,
,түләргә,nonetype,оплатить ,,
,кызгылт сары,nonetype,оранжевый ,,
,кызгылт сары,nonetype,оранжевый цвет ,,
,ишәк,noun,ослица ,,
,якынча,nonetype,ориентировочно ,,
,бөркет,noun,орлица ,,
,төрмә,noun,острог ,,
,сизәргә,nonetype,ощущать ,,
,тоярга,nonetype,ощущать ,,
,хис итәргә,nonetype,ощущать ,,
,сизәргә,nonetype,ощутить ,,
,тоярга,nonetype,ощутить ,,
,хис итәргә,nonetype,ощутить ,,
,читләшү,nonetype,отчуждение ,,
,ят итү,nonetype,отчуждение ,,
,читләшү,nonetype,отдаление ,,
,ят итү,nonetype,отдаление ,,
,кунакханә,noun,отель ,,
,кайтаваз,nonetype,отголосок ,,
,открытка,nonetype,открытка ,,
,үч,noun,отмщение ,,
,җавап,noun,отповедь ,,
,мөртәт,nonetype,отступник ,,
,мөртәт,nonetype,отступница ,,
,Госман империясе,proper,Оттоманская империя ,,
,сарык,noun,овечка ,,
,кайтаваз,nonetype,отзвук ,,
,көтәргә,nonetype,ожидать ,,
,гәүдә,nonetype,падаль ,,
,корпус,nonetype,падаль ,,
,мәет,noun,падаль ,,
,Килеш,nonetype,падеж ,,
,килеш,verb,падеж ,,
,падишаһ,nonetype,падишах ,,
,патша,noun,падишах ,,
,пәхләвә,nonetype,пахлава ,,
,Пәхләвә,nonetype,пахлава ,,
,Палестина,proper,Палестина ,,
,Фәлистыйн,nonetype,Палестина ,,
,фәлистыйн,nonetype,Палестина ,,
,хаҗ,noun,паломничество ,,
,Парагвай,proper,Парагвай ,,
,парагвай,nonetype,Парагвай ,,
,пәрәнҗә,nonetype,паранджа ,,
,ата,noun,папаша ,,
,атай,nonetype,папаша ,,
,әти,noun,папаша ,,
,тәмәке,noun,папироса ,,
,үкчә,noun,пятка ,,
,Үкчә,nonetype,пятка ,,
,күсе,noun,пасюк ,,
,үкчә,noun,пята ,,
,хокистэр,nonetype,пепел ,,
,бишбармакча,nonetype,перчатка ,,
,ударник,nonetype,передовик производства ,,
,җәһәннәм,noun,пекло ,,
,тәрҗемәче,noun,переводчица ,,
,баш кавыгы,nonetype,перхоть ,,
,кавык,nonetype,перхоть ,,
,Иран,proper,Персия ,,
,กุฏโฏ,nonetype,петух ,,
,ไก่,nonetype,петух ,,
,җырчы,nonetype,певица ,,
,язучы,noun,писательница ,,
,кутак,noun,пиписка ,,
,кекс,nonetype,пирожное ,,
,торт,nonetype,пирожное ,,
,ам,nonetype,писька ,,
,бетэк,nonetype,писька ,,
,кутак,noun,писька ,,
,кутак,noun,писюн ,,
,аш,nonetype,питание ,,
,кабак,nonetype,пивная ,,
,кабак,nonetype,пивнушка ,,
,ялганчы,noun,пиздабол ,,
,бие-ргә,nonetype,пляска ,,
,биюче,nonetype,плясун ,,
,бассейн,noun,плавательный бассейн ,,
,биюче,nonetype,плясунья ,,
,кулъяулык,nonetype,платочек ,,
,яулык,noun,платочек ,,
,күмәч,nonetype,плюшка ,,
,үбәргә,nonetype,поцеловать ,,
,каеш,nonetype,поясок ,,
,Яр буе,nonetype,побережье ,,
,яр,noun,побережье ,,
,марка,nonetype,почтовая марка ,,
,сизәргә,nonetype,почувствовать ,,
,тоярга,nonetype,почувствовать ,,
,хис итәргә,nonetype,почувствовать ,,
,сизәргә,nonetype,почуять ,,
,тоярга,nonetype,почуять ,,
,хис итәргә,nonetype,почуять ,,
,открытка,nonetype,почтовая открытка ,,
,ватандаш,noun,подданный ,,
,ватандашлык,nonetype,подданство ,,
,ватандаш,noun,подданная ,,
,ришвәт,noun,подкуп ,,
,себерергә,nonetype,подмести ,,
,себерергә,nonetype,подметать ,,
,Кытай,proper,Поднебесная ,,
,уйларга,nonetype,подумать ,,
,Шигърият,nonetype,поэзия ,,
,шигърият,nonetype,поэзия ,,
,үләргә,nonetype,погибать ,,
,яман,adjective,поганый ,,
,эчемлек,noun,пойло ,,
,тәмәке тарту,nonetype,покурить ,,
,аша-рга,nonetype,покушать ,,
,Польша,proper,Польша ,,
,польша,nonetype,Польша ,,
,tön urtası,nonetype,полночь ,,
,Төн уртасы,nonetype,полночь ,,
,төн уртасы,nonetype,полночь ,,
,Җенси үрчү,nonetype,половое размножение ,,
,җенси үрчү,nonetype,половое размножение ,,
,җенси мөнәсәбәт,nonetype,половое сношение ,,
,җенси якынлык,nonetype,половое сношение ,,
,Җенси якынлык,nonetype,половой акт ,,
,җенси мөнәсәбәт,nonetype,половой акт ,,
,җенси якынлык,nonetype,половой акт ,,
,башмак,nonetype,полуботинок ,,
,үләргә,nonetype,помереть ,,
,үләргә,nonetype,помирать ,,
,чалбар,noun,портки ,,
,санарга,nonetype,посчитать ,,
,шәһәр тибындагы бистә,nonetype,посёлок городского типа ,,
,тоз,noun,поваренная соль ,,
,หยิบ,nonetype,поваренная соль ,,
,пешерче,nonetype,повариха ,,
,һава,noun,поветрие ,,
,гьово,nonetype,поветрие ,,
,теләк,noun,пожелание ,,
,аша-рга,nonetype,пожрать ,,
,умырткалык,nonetype,позвоночник ,,
,бәйрәм,noun,празднество ,,
,Ураза бәйрәме,nonetype,праздник разговения ,,
,Корбан бәйрәме,nonetype,праздник жертвоприношения ,,
,мебел,nonetype,предмет мебели ,,
,мебель,nonetype,предмет мебели ,,
,җәһәннәм,noun,преисподняя ,,
,укытучы,noun,преподавательница ,,
,җинаятьче,nonetype,преступница ,,
,җинаятьче,nonetype,преступник ,,
,тәмле булсын,nonetype,приятного аппетита ,,
,якынча,nonetype,приблизительно ,,
,гүзәл,adjective,пригожий ,,
,матур,adjective,пригожий ,,
,чакырырга,nonetype,приглашать ,,
,чит,nonetype,пришелец ,,
,ят,nonetype,пришелец ,,
,әкият,noun,притча ,,
,очрак,noun,происшествие ,,
,пәйгамбәр,noun,пророчица ,,
,йогырт,noun,простокваша ,,
,катык,nonetype,простокваша ,,
,мәгърифәт,nonetype,просвещение ,,
,дошман,noun,противница ,,
,зәбур,nonetype,псалтырь ,,
,кош,noun,птах ,,
,курчак,nonetype,пупсик ,,
,буран,nonetype,пурга ,,
,кол,noun,раба ,,
,радио,noun,радиовещание ,,
,кол,noun,рабыня ,,
,җәрәхәт,noun,ранение ,,
,көлергә,nonetype,рассмеяться ,,
,сындырырга,nonetype,разбить ,,
,сындырырга,nonetype,разбивать ,,
,сүзчән,nonetype,разговорчивый ,,
,аңларга,nonetype,разуметь ,,
,акыллы,adjective,разумный ,,
,чат,nonetype,развилка ,,
,каеш,nonetype,ремешок ,,
,Көньяк Корея,nonetype,Республика Корея ,,
,көньяк корея,nonetype,Республика Корея ,,
,үч,noun,реванш ,,
,Резин,nonetype,резина ,,
,каучук,nonetype,резина ,,
,туган тел,nonetype,родная речь ,,
,Туган тел,nonetype,родной язык ,,
,туган тел,nonetype,родной язык ,,
,бишбармакча,nonetype,рукавица ,,
,имза,nonetype,роспись ,,
,чык,nonetype,росинка ,,
,еларга,nonetype,рыдать ,,
,су анасы,nonetype,русалка ,,
,исән булыгыз,interjection,с богом ,,
,сау булыгыз,interjection,с богом ,,
,хушыгыз,interjection,с богом ,,
,Рыбалка,nonetype,рыбная ловля ,,
,рыбалка,nonetype,рыбная ловля ,,
,балыкчы,nonetype,рыболов ,,
,рыбалка,nonetype,рыбалка ,,
,сәлам,noun,салам ,,
,әссәламү галәйкүм,interjection,салям алейкум ,,
,чана,noun,салазки ,,
,сәлам,noun,салют ,,
,балалар бакчасы,noun,садик ,,
,намазлык,noun,саджада ,,
,намаз,noun,салят ,,
,иблис,nonetype,шайтан ,,
,шайтан,noun,шайтан ,,
,Грузия,proper,Сакартвело ,,
,сәлам,noun,салом ,,
,әссәламү галәйкүм,interjection,салом алейкум ,,
,сәлам,noun,салям ,,
,Сәлам,proper,салям ,,
,әссәламү галәйкүм,interjection,салам алейкум ,,
,кәбаб,nonetype,шашлык ,,
,иблис,nonetype,сатана ,,
,шайтан,noun,сатана ,,
,Иблис,nonetype,сатана ,,
,шайтан,noun,сатана ,,
,чалбар,noun,шаровары ,,
,шаровар,nonetype,шаровары ,,
,Согуд Гарәбстаны,nonetype,Саудия ,,
,ураза,noun,саум ,,
,Гонконг,nonetype,Сянган ,,
,Һоңконг,nonetype,Сянган ,,
,Согуд Гарәбстаны,nonetype,Саудовская Аравия ,,
,исән булыгыз,interjection,счастливо ,,
,сау булыгыз,interjection,счастливо ,,
,хушыгыз,interjection,счастливо ,,
,чана,noun,санки ,,
,үләргә,nonetype,сдыхать ,,
,үләргә,nonetype,сдохнуть ,,
,тэвэр,nonetype,секира ,,
,балта,noun,секира ,,
,кәрәфес,nonetype,сельдерей ,,
,серле,nonetype,секретный ,,
,унҗиде,determiner,семнадцать ,,
,авыл хуҗалыгы,nonetype,сельское хозяйство ,,
,сәлам,noun,селям ,,
,сепаратист,nonetype,сепаратист ,,
,игенче,nonetype,селянин ,,
,игенче,nonetype,селянка ,,
,сепаратист,nonetype,сепаратистка ,,
,җиде,determiner,семеро ,,
,үрдәк,noun,селезень ,,
,ширбәт,nonetype,шербет ,,
,алты,determiner,шестеро ,,
,алырга,nonetype,схватить ,,
,Таиланд,proper,Сиам ,,
,Себер,proper,Сибирь ,,
,себер,nonetype,Сибирь ,,
,баклаҗан,nonetype,синенький ,,
,тәмәке,noun,сигарка ,,
,сингармонизм,nonetype,сингармонизм ,,
,Singarmonizm,nonetype,сингармонизм ,,
,су анасы,nonetype,сирена ,,
,ятим,noun,сиротка ,,
,скелет,nonetype,скелет ,,
,үләргә,nonetype,скончаться ,,
,хьэйвон,nonetype,скотина ,,
,аша-рга,nonetype,скушать ,,
,яман,adjective,скверный ,,
,сүзчән,nonetype,словоохотливый ,,
,фәхишә,nonetype,шлюха ,,
,селәгәй,nonetype,слюнка ,,
,көймә,noun,шлюпка ,,
,қайық,nonetype,шлюпка ,,
,Смартфон,nonetype,смартфон ,,
,смартфон,nonetype,смартфон ,,
,буран,nonetype,снежная буря ,,
,җенси мөнәсәбәт,nonetype,сношение ,,
,җенси якынлык,nonetype,сношение ,,
,хуҗа,nonetype,собственница ,,
,җәмгыять,noun,социум ,,
,ярдәм,noun,содействие ,,
,солдат,noun,солдафон ,,
,сугышчы,noun,солдафон ,,
,футбол,noun,соккер ,,
,Шоколад,nonetype,шоколад ,,
,шоколад,nonetype,шоколад ,,
,Кояш,nonetype,Солнце ,,
,кояш,proper,Солнце ,,
,кояш,proper, noun,Солнце ,,
,koyaş,nonetype,Солнце ,,
,Кояш системасы,nonetype,Солнечная система ,,
,кояш системасы,nonetype,Солнечная система ,,
,ватандаш,noun,соотечественница ,,
,илдәш,nonetype,соотечественница ,,
,имчәк,nonetype,соска ,,
,Имчәк,nonetype,сосок ,,
,имчәк,nonetype,сосок ,,
,тукырга,nonetype,соткать ,,
,санарга,nonetype,сосчитать ,,
,Кесә телефоны,nonetype,сотовый телефон ,,
,кесә телефоны,nonetype,сотовый телефон ,,
,ร้อย,nonetype,сотня ,,
,җенси мөнәсәбәт,nonetype,совокупление ,,
,җенси якынлык,nonetype,совокупление ,,
,аша-рга,nonetype,сожрать ,,
,тукырга,nonetype,сплести ,,
,инә,noun,спица ,,
,энә,nonetype,спица ,,
,урта,noun,средина ,,
,Шри-Ланка,proper,Шри-Ланка ,,
,Кытай,proper,Срединное Царство ,,
,Урта Азия,nonetype,Средняя Азия ,,
,Үзәк Азия,nonetype,Средняя Азия ,,
,Истанбул,nonetype,Стамбул ,,
,истанбул,nonetype,Стамбул ,,
,иске славян теле,nonetype,старославянский язык ,,
,шигырь,noun,стихи ,,
,бәя,nonetype,стоимость ,,
,бәһа,nonetype,стоимость ,,
,хак,noun,стоимость ,,
,пешерче,nonetype,стряпуха ,,
,чуртан,nonetype,щука ,,
,Финландия,nonetype,Суоми ,,
,исем,noun,существительное ,,
,шәм,noun,свечка ,,
,чөгендер,noun,свекла ,,
,автомобиль,noun,тачка ,,
,арба,nonetype,тачка ,,
,тачка,nonetype,тачка ,,
,урларга,nonetype,своровать ,,
,Таҗикстан,proper,Таджикистан ,,
,таҗикстан,nonetype,Таджикистан ,,
,ул,noun,сынок ,,
,Сырдәрья,proper,Сырдарья ,,
,Сырдәрья,proper,Сыр-Дарья ,,
,Таиланд,proper,Таиланд ,,
,таиланд,nonetype,Таиланд ,,
,Тайбэй,nonetype,Тайбэй ,,
,ата,noun,тятя ,,
,атай,nonetype,тятя ,,
,әти,noun,тятя ,,
,татар,nonetype,татарка ,,
,татарлар,nonetype,татарка ,,
,кабак,nonetype,таверна ,,
,биюче,nonetype,танцорка ,,
,авыр,verb,тяжкий ,,
,кыен,adjective,тяжкий ,,
,биюче,nonetype,танцор ,,
,биюче,nonetype,танцовщица ,,
,биюче,nonetype,танцовщик ,,
,таракан,nonetype,тараканы ,,
,телевизор,noun,телевизионный приёмник ,,
,тачка,nonetype,тележка ,,
,телевизор,noun,телик ,,
,төрмә,noun,темница ,,
,теннис,nonetype,теннис ,,
,тыгыз,adjective,тесный ,,
,типик,nonetype,типичный ,,
,тәрҗемәче,noun,толмачка ,,
,торба,nonetype,торба ,,
,ими,nonetype,титьки ,,
,ялганчы,noun,трепло ,,
,җәрәхәт,noun,травма ,,
,өч,determiner,трое ,,
,өч,determiner,тройка ,,
,bädräf,nonetype,туалет ,,
,äbräkäy,nonetype,туалет ,,
,бәдрәф,nonetype,туалет ,,
,әбрәкәй,nonetype,туалет ,,
,Тунис,proper,Тунис ,,
,ахмак,nonetype,тупоумный ,,
,төрек,noun,турчанка ,,
,Төркия Җөмһүрияте,nonetype,Турецкая Республика ,,
,төрмә,noun,тюряга ,,
,башмак,nonetype,туфля ,,
,Төрекмәнстан,proper,Туркменистан ,,
,Көньяк Африка,nonetype,ЮАР ,,
,bädräf,nonetype,уборная ,,
,äbräkäy,nonetype,уборная ,,
,бәдрәф,nonetype,уборная ,,
,әбрәкәй,nonetype,уборная ,,
,ударник,nonetype,ударник ,,
,ударник,nonetype,ударница ,,
,уңыш,nonetype,удача ,,
,украина,nonetype,украинский язык ,,
,кайгы,nonetype,уныние ,,
,Ураза бәйрәме,nonetype,ураза-байрам ,,
,бәвел,noun,урина ,,
,колак,noun,уши ,,
,гуш,nonetype,уши ,,
,кан,noun,юшка ,,
,елмаерга,nonetype,усмехаться ,,
,елмаерга,nonetype,усмехнуться ,,
,елмаю,noun,усмешка ,,
,көлемсерәү,nonetype,усмешка ,,
,тәрҗемәче,noun,устная переводчица ,,
,тәрҗемәче,noun,устный переводчик ,,
,күрергә,nonetype,увидеть ,,
,Көньяк Африка,nonetype,Южная Африка ,,
,Көньяк Корея,nonetype,Южная Корея ,,
,Көньяк Осетия,nonetype,Южная Осетия ,,
,Көньяк Африка,nonetype,Южно-Африканская Республика ,,
,көньяк африка җөмһүрияте,nonetype,Южно-Африканская Республика ,,
,йөкле,nonetype,в положении ,,
,буран,nonetype,вьюга ,,
,велосипед,noun,велик ,,
,никах,nonetype,венчание ,,
,туй,noun,венчание ,,
,weber,noun,вебер ,,
,себерке,nonetype,веник ,,
,калым,nonetype,вено ,,
,белү,nonetype,ведать ,,
,мөртәт,nonetype,вероотступница ,,
,төпе,nonetype,верхушка ,,
,ишкәк,nonetype,весло ,,
,хәбәр,nonetype,вести ,,
,яңалык,noun,вести ,,
,мөртәт,nonetype,вероотступник ,,
,җилкән,nonetype,ветрило ,,
,манара,noun,вежа ,,
,дар,noun,виселица ,,
,батыр,noun,витязь ,,
,баһадир,nonetype,витязь ,,
,виза,noun,виза ,,
,хуҗа,nonetype,владелица ,,
,онык,noun,внучка ,,
,сущ онык,nonetype,внучка ,,
,онык,noun,внучок ,,
,солдат,noun,вояка ,,
,сугышчы,noun,вояка ,,
,ʔyim,noun,вода ,,
,солдат,noun,военнослужащий ,,
,сугышчы,noun,военнослужащий ,,
,хәрби хезмәткәр,nonetype,военнослужащий ,,
,армия,nonetype,войска ,,
,гаскәр,noun,войска ,,
,чирү,nonetype,войска ,,
,вакалис,nonetype,вокалист ,,
,җырчы,nonetype,вокалист ,,
,җырчы,nonetype,вокалистка ,,
,могҗиза,nonetype,волшебство ,,
,карак,nonetype,воришка ,,
,ымлык,nonetype,восклицание ,,
,дошман,noun,ворог ,,
,урларга,nonetype,воровать ,,
,карак,nonetype,воровка ,,
,кара,adjective,вороной ,,
,карак,nonetype,ворюга ,,
,яка,noun,ворот ,,
,сигез,determiner,восьмеро ,,
,үч,noun,воздаяние ,,
,капка,noun,врата ,,
,дошманлык,nonetype,враждебность ,,
,ялганчы,noun,врунишка ,,
,галәм,noun,всесвет ,,
,галәм,noun,Вселенная ,,
,ğaläm,nonetype,Вселенная ,,
,галәм,noun,Вселенная ,,
,дөнья,noun,Вселенная ,,
,ялганчы,noun,врунья ,,
,исән булыгыз,interjection,всего доброго ,,
,сау булыгыз,interjection,всего доброго ,,
,хушыгыз,interjection,всего доброго ,,
,әйтелеш,nonetype,выговор ,,
,калым,nonetype,выкуп ,,
,байрак,noun,вымпел ,,
,манара,noun,вышка ,,
,атарга,nonetype,выстрелить ,,
,Вьетнам,proper,Вьетнам ,,
,вьетнам,nonetype,Вьетнам ,,
,керергә,nonetype,въезжать ,,
,керергә,nonetype,въехать ,,
,โรค,nonetype,заболевание ,,
,бака,nonetype,жаба ,,
,еш,adjective,зачастую ,,
,керергә,nonetype,заходить ,,
,теләргә,nonetype,захотеть ,,
,quyan,nonetype,зайчиха ,,
,куян,noun,зайчиха ,,
,керергә,nonetype,зайти ,,
,ашханә,nonetype,закусочная ,,
,бик,nonetype,запор ,,
,йозак,noun,запор ,,
,Запорожье,nonetype,Запорожье ,,
,бик,nonetype,затвор ,,
,йозак,noun,затвор ,,
,сәлам,noun,здрасте ,,
,сәлам,noun,здравствуй ,,
,Тимер юллар,nonetype,железная дорога ,,
,тимер юл,nonetype,железная дорога ,,
,бик,adverb,зело ,,
,энҗе,nonetype,жемчужина ,,
,ватандаш,noun,землячка ,,
,илдәш,nonetype,землячка ,,
,авыл хуҗалыгы,nonetype,земледелие ,,
,iʃuk,nonetype,жена ,,
,iʃuk,nonetype,женщина ,,
,гузги,nonetype,зерцало ,,
,ноль,noun,зеро ,,
,сагыз,nonetype,жевачка ,,
,сагыз,nonetype,жевательная резинка ,,
,иснәү,nonetype,зевнуть ,,
,иснәү,nonetype,зевать ,,
,тереклек,nonetype,житие ,,
,тормыш,noun,житие ,,
,арыш,noun,жито ,,
,хайван,noun,животина ,,
,хьэйвон,nonetype,животина ,,
,алтын,noun,злато ,,
,җинаять,noun,злодеяние ,,
,җинаять,noun,злодейство ,,
,мигмарлык,nonetype,зодчество ,,
,хокистэр,nonetype,зола ,,
,кулчатыр,nonetype,зонтик ,,
,имәнеч,nonetype,жуткий ,,
,тарата,nonetype,рассеить, бросить ,,
,белемле,nonetype,образованный ,,
,тимер юлчы,nonetype,железнодорожник ,,
,янарал-литинан,nonetype,генерал-лейтенант ,,
,планета йөзе,nonetype,поверхность планеты ,,
,Янтаю,nonetype,Крен ,,
,Тереклекнең барлыкка килүе,nonetype,происхождение жизни ,,
,бәдрәф бүлмәсе,nonetype,туалетная комната ,,
,кусмик пылазмы физикысы,nonetype,Физика космической плазмы ,,
,Җирле үзидарә,nonetype,местное самоуправление ,,
,милли җыелма такым,nonetype,сборная страны по футболу ,,
,әлпинис,nonetype,альпинист ,,
,янарал-филмаршал,nonetype,генерал-фельдмаршал ,,
,пүлисә капитаны,nonetype,капитан полиции ,,
,тиятыр белгече,nonetype,театровед ,,
,висе-адмирал,nonetype,вице-адмирал ,,
,анатым,nonetype,анатом ,,
,антропоним,nonetype,антропоним ,,
,тоз савыты,nonetype,солонка ,,
,ассоциацияләнгән прафисыр,nonetype,ассоциированный профессор ,,
,коры җир,nonetype,суша ,,
,тозлы сырлар,nonetype,рассольные сыры ,,
,музыйка тарихы,nonetype,история музыки ,,
,Diñgez däräcäse östendä bieklek,nonetype,высота над уровнем моря ,,
,Дөньякүләм диннәр,nonetype,мировая религия ,,
,нирәбиялуыг,nonetype,нейробиолог ,,
,генераль сәркәтип,nonetype,генеральный секретарь ,,
,ир җенесе,nonetype,мужской пол ,,
,үз-үзен асып үтерү,nonetype,самоубийство через повешение ,,
,өстәртип,nonetype,надотряд ,,
,ассыйныф,nonetype,подкласс ,,
,ривматулыг,nonetype,Ревматолог ,,
,парашутис,nonetype,парашютист ,,
,+,nonetype,плюс ,,
,камандир,nonetype,коммандер ,,
,фиркасез,nonetype,беспартийный ,,
,Көрәк,nonetype,Лопата ,,
,көрәк,nonetype,Лопата ,,
,köräk,noun,Лопата ,,
,Гениталийлар герпесы,nonetype,Генитальный герпес ,,
,Ланч,nonetype,Ланч ,,
,Топоним,nonetype,топоним ,,
,шаһмат теринире,nonetype,шахматный тренер ,,
,биш төр ярышчысы,nonetype,пятиборец ,,
,сытулыг,nonetype,цитолог ,,
,тихнулыг,nonetype,технолог ,,
,шашис,nonetype,шашист ,,
,винирулыг,nonetype,венеролог ,,
,эспилиюлыг,nonetype,спелеолог ,,
,Танылмаган дәүләтләр,nonetype,непризнанное либо частично признанное государство ,,
,сыйфрлы һуманитар фәннәр,nonetype,цифровые гуманитарные науки ,,
,тарту бүлмәсе,nonetype,курительная комната ,,
,Әйтенү,nonetype,малые жанры фольклора ,,
,микратарих,nonetype,Микроистория ,,
,лампы,nonetype,лампа ,,
,кәгазь ыстаканы,nonetype,бумажный стаканчик ,,
,мөхәддис,nonetype,мухаддис ,,
,Чәчкап,nonetype,Чепец ,,
,Рәсми бәйрәм,nonetype,государственный праздник ,,
,файл исеме,nonetype,имя файла ,,
,елга тамагы,nonetype,устье ,,
,дакуминтлар белгече,nonetype,Документовед ,,
,кунтыр-адмирал,nonetype,контр-адмирал ,,
,Хәбәрлек сүзләр,nonetype,модальность ,,
,һостис,nonetype,хостес ,,
,кину әпирәтере,nonetype,кинооператор ,,
,Ындыр,nonetype,Гумно ,,
,ындыр,noun,Гумно ,,
,туры эчәк,nonetype,прямая кишка ,,
,фантазия,nonetype,фантазия ,,
,дөге оны,nonetype,рисовая мука ,,
