,cv,type,ru,,
,Вăта Франкони,nonetype,Средняя Франкония ,,
,Нанкин,nonetype,Нанкин ,,
,Путин,nonetype,Путин ,,
,Самар,nonetype,Самара ,,
,паллă ячĕ,noun,прилагательное ,,
,путек,nonetype,агнец ,,
,путек,noun,ягнёнок ,,
,пăран,nonetype,ягнёнок ,,
,путек,nonetype,ягнёнок ,,
,ятсăр пӳрне,nonetype,безымянный палец ,,
,уйран,noun,айран ,,
,кăшман,nonetype,свёкла ,,
,кăшман,nonetype,свёкла ,,
,биогеографи,nonetype,биогеография ,,
,Биогеографи,nonetype,биогеография ,,
,таракан,nonetype,таракановые ,,
,качака таки,nonetype,козёл ,,
,качака таки,nonetype,козёл ,,
,алка,noun,серьги ,,
,енотла йытă,nonetype,енотовидная собака ,,
,ялав,nonetype,стяг ,,
,флерови,nonetype,флёровием ,,
,авăр,nonetype,залив ,,
,пуртă,nonetype,колун ,,
,пуртӑ,noun,колун ,,
,чĕрĕп,nonetype,лесные ежи ,,
,Изоглосса,nonetype,изоглосса ,,
,изоглосса,nonetype,изоглосса ,,
,выля,nonetype,сыграть ,,
,тăван чĕлхе,nonetype,родной язык ,,
,йĕп вăрри,nonetype,стрекоза ,,
,мегрел чĕлхи,nonetype,мегрельский язык ,,
,Шыв арманĕ,nonetype,водяная мельница ,,
,шыв арманĕ,nonetype,водяная мельница ,,
,мăнук,nonetype,внук ,,
,кăшкăру палли,nonetype,восклицательный знак ,,
,тиха,nonetype,жеребёнок ,,
,тиха,nonetype,жеребёнок ,,
,сĕлĕх,nonetype,пиявка ,,
,тимĕр шапа,nonetype,черепаха ,,
,ял,noun,аул ,,
,зороастризм,nonetype,зороастрим ,,
,чиркӳ,noun,костёл ,,
,тăхлан,nonetype,станнум ,,
,паллă ячĕ,noun,прилaгaтeльнoe ,,
,ял хуçалăхĕ,nonetype,cельское хозяйство ,,
,мэн чĕлхи,nonetype,мэнский язык ,,
,nʉmʉ,nonetype,вол ,,
,ҫăвăрма,nonetype,поспать ,,
,силеси чĕлхи,nonetype,силезский язык ,,
,тагаль,nonetype,тагалог ,,
,тагаль,nonetype,тагaльский ,,
,Пушту,nonetype,пушту ,,
,Пушту,nonetype,пушту ,,
,Пушту,nonetype,пашто ,,
,танлаштарӳ пӳсӑмӗ,nonetype,сравнительная степень ,,
,гагауз чĕлхи,proper,гагаузский ,,
,Кукӑль,nonetype,Гугл ,,
,Кукӑль,nonetype,Гугль ,,
,Тетел,nonetype,Сеть ,,
,Кăркăс чĕлхи,proper,кыргызский ,,
,Лацио,nonetype,Лацио ,,
,Аслӑ Греци,nonetype,Великая Греция ,,
,Марс,nonetype,Марс ,,
,марс,nonetype,Марс ,,
,Харьков,nonetype,Харьков ,,
,Евфрат,nonetype,Евфрат ,,
,евфрат,nonetype,Евфрат ,,
,Тайвань,nonetype,Формоза ,,
,Тайвань,nonetype,Китайская Республика ,,
,Тайвань,nonetype,Тайвань ,,
,Югослави,nonetype,Югославия ,,
,Иисус,nonetype,Иисус ,,
,Кувейт,nonetype,Кувейт ,,
,кувейт,nonetype,Кувейт ,,
,Лигури,nonetype,Лигурия ,,
,Мюнхен,nonetype,Мюнхен ,,
,мюнхен,nonetype,Мюнхен ,,
,Раççей Патшалӑхě,nonetype,РФ ,,
,Того,nonetype,Того ,,
,Тигр,nonetype,Тигр ,,
,тигр,noun,Тигр ,,
,Тигр,nonetype,Тигр ,,
,Вануату,nonetype,Вануату ,,
,Уганда,nonetype,Уганда ,,
,Зевс,nonetype,Зевс ,,
,Шота,nonetype,Шота ,,
,айну чĕлхи,nonetype,айнский ,,
,Вольфганг,nonetype,Вольфганг ,,
,Арагон чĕлхи,nonetype,арагонский ,,
,авеста,nonetype,авестийский ,,
,ват,nonetype,жёлчь ,,
,ват,nonetype,жёлчь ,,
,каракалпак,nonetype,каракалпакский ,,
,каракалпак чĕлхи,nonetype,каракалпакский ,,
,хӑнтӑр,noun,бобёр ,,
,çырав,nonetype,перепись ,,
,рапсă,nonetype,рапс ,,
,Дальтонизм,nonetype,дальтонизм ,,
,дальтонизм,nonetype,дальтонизм ,,
,дзонг-кэ,nonetype,дзонгка ,,
,дзонг-кэ,nonetype,дзонг-кэ ,,
,ват,nonetype,желчь ,,
,Автомобиль çулĕ,nonetype,автомагистраль ,,
,автомагистраль,nonetype,автомагистраль ,,
,автомагистраль,nonetype,магистраль ,,
,Хăвăрт çул,nonetype,шоссе ,,
,автомагистраль,nonetype,шоссе ,,
,Экзопланета,nonetype,экзопланета ,,
,экзопланета,nonetype,экзопланета ,,
,кимӗ,noun,бот ,,
,кимӗ,noun,ладя ,,
,шӑпӑр,noun,щётка ,,
,оксиденталь,nonetype,окциденталь ,,
,окциденталь,nonetype,окциденталь ,,
,Окциденталь,nonetype,окциденталь ,,
,оксиденталь,nonetype,оксиденталь ,,
,окциденталь,nonetype,оксиденталь ,,
,эве,nonetype,эве ,,
,хула,noun,град ,,
,кӑранташ,noun,карандаш ,,
,малай,nonetype,малайский ,,
,молдави,nonetype,молдавский ,,
,Морфологи,nonetype,морфология ,,
,морфологи,noun,морфология ,,
,Гаубица,nonetype,гаубица ,,
,гаубица,nonetype,гаубица ,,
,окситан,nonetype,окситанский ,,
,прованс,nonetype,окситанский ,,
,провансалски,nonetype,окситанский ,,
,ÿт,nonetype,мёртвый ,,
,виле,adjective,мёртвый ,,
,осетин,nonetype,осетинский ,,
,кечуа,proper,кeчуа ,,
,рето-роман,nonetype,ретороманский ,,
,саам,nonetype,саам ,,
,сесото,nonetype,сесото ,,
,серб,nonetype,сербский ,,
,Терменвокс,nonetype,терменвокс ,,
,терменвокс,nonetype,терменвокс ,,
,удмурт,nonetype,удмуртский ,,
,Армагеддон,nonetype,Армагеддон ,,
,армагеддон,nonetype,Армагеддон ,,
,Арктика,nonetype,Арктика ,,
,арктика,nonetype,Арктика ,,
,Иерусалим,nonetype,Иерусалим ,,
,иерусалим,nonetype,Иерусалим ,,
,Ингушети,nonetype,Ингушетия ,,
,Йемен,nonetype,Йемен ,,
,йемен,nonetype,Йемен ,,
,Арамаçи,nonetype,Кавказ ,,
,арамаçи,nonetype,Кавказ ,,
,Красноярск,nonetype,Красноярск ,,
,Льеж,nonetype,Льеж ,,
,Майкоп,nonetype,Майкоп ,,
,Мадрид,nonetype,Мадрид ,,
,мадрид,nonetype,Мадрид ,,
,Нарăс,nonetype,Навруз ,,
,Нарӑс,nonetype,Навруз ,,
,Печора,nonetype,Печора ,,
,Сарăту,nonetype,Саратов ,,
,абажур,nonetype,абажур ,,
,Абажур,nonetype,абажур ,,
,абразив,nonetype,абразив ,,
,абрикос,nonetype,абрикосовый ,,
,автомобиль çулĕ,nonetype,автострада ,,
,агитаци,nonetype,агитация ,,
,адмирал,nonetype,адмирал ,,
,эпӗ,pronoun,аз ,,
,айва,nonetype,айва ,,
,акселераци,nonetype,акселерация ,,
,алгебра,nonetype,алгебра ,,
,алебастр,nonetype,алебастр ,,
,алмаз,noun,алмаз ,,
,алхимик,nonetype,алхимик ,,
,альбатрос,noun,альбатрос ,,
,альпинист,nonetype,альпинист ,,
,ампир,nonetype,ампир ,,
,амёба,nonetype,амёба ,,
,анабиоз,nonetype,анабиоз ,,
,анализатор,nonetype,анализатор ,,
,анахронизм,nonetype,анахронизм ,,
,анеми,nonetype,анемия ,,
,анонимщик,nonetype,анонимщик ,,
,антикоммунист,nonetype,антикоммунист ,,
,антоним,nonetype,антоним ,,
,антрополог,nonetype,антрополог ,,
,арбуз,noun,арбуз ,,
,аристократ,nonetype,аристократ ,,
,архивçă,nonetype,архивист ,,
,асфальт,nonetype,асфальт ,,
,африкан,nonetype,африканский ,,
,аэропорт,nonetype,аэропорт ,,
,сывлăш порчĕ,nonetype,аэропорт ,,
,аятолла,nonetype,аятолла ,,
,бактериолог,nonetype,бактериолог ,,
,бактери,noun,бактерия ,,
,этелĕк,nonetype,балобан ,,
,Этелĕк,nonetype,балобан ,,
,бальнеологи,nonetype,бальнеология ,,
,баргузин,nonetype,баргузин ,,
,Барион,nonetype,барион ,,
,барион,nonetype,барион ,,
,барометр,noun,барометр ,,
,шурă пулă,nonetype,белуга ,,
,вилĕмсĕрлĕх,nonetype,бессмертие ,,
,биатлон,nonetype,биатлон ,,
,бильярд,noun,бильярд ,,
,Бинокль,nonetype,бинокль ,,
,бинокль,noun,бинокль ,,
,биплан,nonetype,биплан ,,
,блюминг,nonetype,блюминг ,,
,болгар,nonetype,болгарин ,,
,ырату,nonetype,боль ,,
,катăркас,nonetype,боярышник ,,
,буддизм,nonetype,буддизм ,,
,Вăраткăç,nonetype,будильник ,,
,будильник,nonetype,будильник ,,
,вазелин,noun,вазелин ,,
,валериана,nonetype,валериана ,,
,вакцинаци,nonetype,вакцинация ,,
,валериана,nonetype,валерьяна ,,
,валторна,nonetype,валторна ,,
,вальс,nonetype,вальс ,,
,укçа,nonetype,валюта ,,
,укçа-тенкĕ,nonetype,валюта ,,
,варени,noun,варенье ,,
,утмăл турат,nonetype,василёк ,,
,вегетарианец,nonetype,вегетарианец ,,
,тухатмӑш,nonetype,ведьма ,,
,венгр,nonetype,венгр ,,
,мадьяр,nonetype,венгр ,,
,тĕве ĕрчетни,nonetype,верблюдоводство ,,
,Япалалăх,nonetype,вещество ,,
,япалалăх,nonetype,вещество ,,
,взятка,nonetype,взятка ,,
,виадук,nonetype,виадук ,,
,вăйăм,nonetype,влияние ,,
,витĕм,nonetype,влияние ,,
,вăйăмлă,nonetype,влиятельный ,,
,вунсаккăр,nonetype,восемнадцать ,,
,вунсаккӑр,determiner,восемнадцать ,,
,вунсакӑр,determiner,восемнадцать ,,
,сакăрвуннăмĕш,nonetype,восьмидесятый ,,
,йăпăр,nonetype,выхухоль ,,
,гаплотĕс,nonetype,гаплотип ,,
,Гаплотĕс,nonetype,гаплотип ,,
,геолог,nonetype,геолог ,,
,гидравлика,nonetype,гидравлика ,,
,гражданин,noun,гражданин ,,
,хура тул,nonetype,гречиха ,,
,пĕвĕ,nonetype,дамба ,,
,вуник,determiner,двенадцать ,,
,вуниккĕ,nonetype,двенадцать ,,
,вуниккӗ,determiner,двенадцать ,,
,вуникӗ,nonetype,двенадцать ,,
,вунтăххăр,nonetype,девятнадцать ,,
,вунтӑххӑр,determiner,девятнадцать ,,
,вунтӑхӑр,determiner,девятнадцать ,,
,тăхăрçĕр,nonetype,девятьсот ,,
,Шыв сыснисем,nonetype,дельфин ,,
,дельфин,noun,дельфин ,,
,демократи,noun,демократия ,,
,диета,noun,диета ,,
,дипломат,nonetype,дипломатический ,,
,доброволец,nonetype,доброволец ,,
,вак,nonetype,дробь ,,
,йĕтре,nonetype,дробь ,,
,пилеш кайăкĕ,nonetype,дрозд ,,
,шаркку,nonetype,жаркое ,,
,шерĕк,nonetype,жерех ,,
,тискерлĕх,nonetype,жестокость ,,
,хаярлăх,nonetype,жестокость ,,
,жираф,noun,жираф ,,
,йĕкел,nonetype,жёлудь ,,
,йĕкел,nonetype,жёлудь ,,
,йăпат,nonetype,забавлять ,,
,саркайăк,nonetype,иволга ,,
,ӳпке ракĕ,nonetype,рак лёгких ,,
,çурçĕр,noun,норд ,,
,ĕнчĕ,nonetype,перл ,,
,мерчен,nonetype,перл ,,
,телекурӑм,nonetype,ТВ ,,
,тав,noun,благодарить ,,
,ик,nonetype,две ,,
,иккӗ,determiner,две ,,
,икӗ,numeral,две ,,
,эс,nonetype,Вы ,,
,эсӗ,pronoun,Вы ,,
,эсир,pronoun,Вы ,,
,эсĕр,nonetype,Вы ,,
,патша,nonetype,король ,,
,король,noun,король ,,
,карап,nonetype,теплоход ,,
,беркли,nonetype,беркелий ,,
,астат,nonetype,астатин ,,
,сараппан,nonetype,сарафан ,,
,калуш,nonetype,галоши ,,
,эпĕ сана юрататăп,Phrase,я вас люблю ,,
,эпĕ сана юрататăп,Phrase,я тебя люблю ,,
,ял хуҫалӑх,nonetype,агрикультура ,,
,ял хуҫалӑх,nonetype,агрокультура ,,
,хĕрлĕ,adjective,алый ,,
,калта,noun,ящер ,,
,калта,noun,ящерка ,,
,шурă вĕрене,nonetype,явор ,,
,явор,nonetype,явор ,,
,автобус,noun,автобус ,,
,Аҫтӑрхан,nonetype,Астрахань ,,
,аçтăрхан,nonetype,Астрахань ,,
,асанне,noun,бабуля ,,
,кукамай,nonetype,бабуля ,,
,асанне,noun,бабуся ,,
,кукамай,nonetype,бабуся ,,
,асанне,noun,бабка ,,
,кукамай,nonetype,бабка ,,
,ухмах,noun,балбес ,,
,Пекин,nonetype,Бэйцзин ,,
,хӗрарӑм,noun,баба ,,
,атте,noun,батя ,,
,атте,noun,батюшка ,,
,атте,noun,батька ,,
,сухал,noun,брада ,,
,туй,noun,бракосочетание ,,
,ухмах,noun,болван ,,
,бронепоезд,nonetype,бронепоезд ,,
,Стамбул,nonetype,Царьград ,,
,ача,noun,чадо ,,
,вун,nonetype,десятеро ,,
,вуннӑ,numeral,десятеро ,,
,ухмах,noun,дебил ,,
,ача панчи,nonetype,детсадик ,,
,ача панчи,nonetype,детский садик ,,
,Ача панчи,nonetype,детский сад ,,
,ача панчи,nonetype,детский сад ,,
,ача панчи,nonetype,детсад ,,
,тӑххӑр,numeral,девятеро ,,
,Донецк Халӑх Республики,nonetype,Донецкая Народная Республика ,,
,ухмах,noun,дура ,,
,ухмах,noun,дуралей ,,
,йывӑҫ,noun,древо ,,
,арман,noun,дробилка ,,
,алӑк,noun,двери ,,
,ик,nonetype,двое ,,
,иккӗ,determiner,двое ,,
,икӗ,numeral,двое ,,
,ик,nonetype,двойка ,,
,иккӗ,determiner,двойка ,,
,икӗ,numeral,двойка ,,
,пӗр,determiner,единица ,,
,пӗрре,determiner,единица ,,
,Эпопея,nonetype,эпопея ,,
,эпопея,nonetype,эпопея ,,
,ахаль чӗрӗп,nonetype,европейский ёж ,,
,ял хуҫалӑх,nonetype,фермерство ,,
,фольклористику,nonetype,фольклористика ,,
,Гагаузи,nonetype,Гагауз-Ери ,,
,пульница,noun,госпиталь ,,
,Хоспитăль,nonetype,госпиталь ,,
,Турӑ,nonetype,Господь ,,
,водка,nonetype,горелка ,,
,хакас чĕлхи,nonetype,хакасский ,,
,хоçа,nonetype,ходжа ,,
,хуçа,nonetype,ходжа ,,
,хур,noun,гусак ,,
,хуçа,nonetype,хозяйка ,,
,иплеç,nonetype,иблис ,,
,ухмах,noun,идиот ,,
,ухмах,noun,идиотка ,,
,Индианаполис,nonetype,Индианаполис ,,
,Израиль,nonetype,Израиль ,,
,израиль,nonetype,Израиль ,,
,кӑвакал,noun,качка ,,
,карачай-палкар чĕлхи,nonetype,карачаево-балкарский ,,
,Каппадоки,nonetype,Каппадокия ,,
,чул,noun,камешек ,,
,шурă вĕрене,nonetype,клён белый ,,
,явор,nonetype,клён белый ,,
,пульница,noun,клиника ,,
,Кейӳ Руçӗ,nonetype,Киевская Русь ,,
,кравать,nonetype,койка ,,
,Койка,nonetype,койка ,,
,кӗнеке,noun,книжка ,,
,тӗс,noun,колер ,,
,автан,noun,кочет ,,
,Стамбул,nonetype,Константинополь ,,
,кустантин,nonetype,Константинополь ,,
,кушак пӳсӗр курӑкӗ,nonetype,котовник кошачий ,,
,кушак пӳсӗр курӑкӗ,nonetype,кошачья мята ,,
,такана,nonetype,кормушка ,,
,тутӑр,nonetype,косынка ,,
,пульница,noun,лечебница ,,
,такана,nonetype,лохань ,,
,мусульман,nonetype,магометанин ,,
,мӑсӑльман,nonetype,магометанин ,,
,мусульман,nonetype,магометанка ,,
,мӑсӑльман,nonetype,магометанка ,,
,анне,noun,мама ,,
,анне,noun,мамаша ,,
,арӑслан,noun,львица ,,
,анне,noun,матушка ,,
,пурӑ,nonetype,мелок ,,
,упа,noun,медведица ,,
,упа,noun,медвежонок ,,
,Меркурий,proper,Мерку́рий ,,
,тав,nonetype,мерси ,,
,ÿт,nonetype,мертвяк ,,
,виле,adjective,мертвяк ,,
,ÿт,nonetype,мёртвое тело ,,
,виле,adjective,мёртвое тело ,,
,упа,noun,мишка ,,
,Хуркайӑк çулӗ,nonetype,Млечный Путь ,,
,хуркайăк çулĕ,nonetype,Млечный Путь ,,
,кишĕр,noun,морква ,,
,кӑткӑ,noun,мурашка ,,
,мусульман,nonetype,муслим ,,
,мӑсӑльман,nonetype,муслим ,,
,мусульман,nonetype,муслимка ,,
,мӑсӑльман,nonetype,муслимка ,,
,шӑши,noun,мышка ,,
,мусульман,nonetype,мусульманка ,,
,мӑсӑльман,nonetype,мусульманка ,,
,ар ҫын,nonetype,мужик ,,
,тӑшман,noun,недруг ,,
,тӑшман,noun,неприятельница ,,
,чура,noun,невольница ,,
,чура,noun,невольник ,,
,Нарӑс,nonetype,Новруз ,,
,ахаль чӗрӗп,nonetype,обыкновенный ёж ,,
,пӗр,determiner,одна ,,
,пӗрре,determiner,одна ,,
,пӗр,determiner,одно ,,
,пӗрре,determiner,одно ,,
,сунтеркӗч,nonetype,огнетушитель ,,
,ашак,noun,ослица ,,
,ăмăрткайăк,nonetype,орлица ,,
,Ахрӑм,nonetype,отголосок ,,
,Ахрӑм,nonetype,отзвук ,,
,патша,noun,падишах ,,
,ÿт,nonetype,падаль ,,
,виле,adjective,падаль ,,
,атте,noun,папа ,,
,атте,noun,папаша ,,
,сигарет,nonetype,папироса ,,
,пиллӗк,determiner,пятеро ,,
,пилӗк,nonetype,пятеро ,,
,вунпиллӗк,determiner,пятнадцать ,,
,вунпилӗк,determiner,пятнадцать ,,
,уй,noun,пастбище ,,
,Питӗрпурк,nonetype,Петербург ,,
,Хăйăр карти,nonetype,песочница ,,
,хӑйӑр карти,nonetype,песочница ,,
,Питӗрпурк,nonetype,Питер ,,
,апат-çимӗç,nonetype,питание ,,
,тутӑр,noun,платочек ,,
,чупту,nonetype,поцеловать ,,
,чуп,nonetype,побегать ,,
,хӗрӗ,noun,побережье ,,
,ҫыран,nonetype,побережье ,,
,чуп,nonetype,побежать ,,
,взятка,nonetype,подкуп ,,
,аркă,nonetype,полa ,,
,тӑвар,noun,поваренная соль ,,
,сывлӑш,noun,поветрие ,,
,Пӳлĕхçĕ,nonetype,пророк ,,
,пӳлӗхçӗ,nonetype,пророк ,,
,пӳлӗхçӗ,nonetype,пророчица ,,
,тӑшман,noun,противница ,,
,чура,noun,раба ,,
,суран,nonetype,ранение ,,
,ҫарӑк,noun,репка ,,
,ҫӳллӗ,adjective,рослый ,,
,вырӑс,nonetype,россияне ,,
,вырӑс,nonetype,россиянин ,,
,вырӑс,nonetype,россиянка ,,
,вырӑс,nonetype,русская ,,
,вырӑс,nonetype,русские ,,
,Вырăссем,nonetype,русские ,,
,ача панчи,nonetype,садик ,,
,пуртӑ,noun,секира ,,
,вунçич,nonetype,семнадцать ,,
,вунçиччӗ,nonetype,семнадцать ,,
,вунçичӗ,nonetype,семнадцать ,,
,Çурçӗр Рейн-Вестфали,nonetype,Северный Рейн-Вестфалия ,,
,ҫич,nonetype,семеро ,,
,ҫиччӗ,numeral,семеро ,,
,ҫичӗ,nonetype,семеро ,,
,хуркайӑк,nonetype,серый гусь ,,
,вунулттӑ,determiner,шестнадцать ,,
,вунултӑ,nonetype,шестнадцать ,,
,улттӑ,determiner,шестеро ,,
,сингармонизм,nonetype,сингармонизм ,,
,Сингармонизм,nonetype,сингармонизм ,,
,сигарет,nonetype,сигарета ,,
,сигарет,nonetype,сигарка ,,
,кимӗ,noun,шлюпка ,,
,хуçа,nonetype,собственница ,,
,хуçа,nonetype,собственник ,,
,Хӗвел системи,nonetype,Солнечная система ,,
,хĕвел системи,nonetype,Солнечная система ,,
,çӗр,nonetype,сотня ,,
,советологи,nonetype,советология ,,
,Совет союзӗ,nonetype,Советский Союз ,,
,ывӑл,nonetype,сынок ,,
,таракан,nonetype,тараканы ,,
,атте,noun,тятя ,,
,ухмах,noun,тупица ,,
,Турци Республики,nonetype,Турецкая Республика ,,
,ҫарӑк,noun,турнепс ,,
,туркмен чĕлхи,noun,туркменский ,,
,Туалет,nonetype,туалет ,,
,нушник,nonetype,туалет ,,
,нушник,nonetype,уборная ,,
,вăлта,noun,удилище ,,
,шкул,noun,училище ,,
,ҫиҫӗм,nonetype,удар молнии ,,
,кулă,nonetype,улыбка ,,
,ҫамрӑк,adjective,юный ,,
,хут,verb,уровень ,,
,юн,noun,юшка ,,
,кулă,nonetype,усмешка ,,
,курма,nonetype,увидеть ,,
,Висанти,proper,Византия ,,
,Висанти империйĕ,proper,Византия ,,
,Тухăç Рим Империне,proper,Византия ,,
,хуçа,nonetype,владелица ,,
,çар,nonetype,войска ,,
,Хĕçпăшаллă вăйсем,nonetype,войска ,,
,тӑшман,noun,ворог ,,
,хура,noun,вороной ,,
,саккӑр,numeral,восьмеро ,,
,çут тĕнче,nonetype,всесвет ,,
,çут тĕнче,nonetype,Вселенная ,,
,çут тĕнче,nonetype,Вселенная ,,
,çут çанталăк,nonetype,Вселенная ,,
,тĕнче,nonetype,Вселенная ,,
,ял хуҫалӑх,nonetype,земледелие ,,
,ĕнчĕ,nonetype,жемчужина ,,
,мерчен,nonetype,жемчужина ,,
,пурнӑҫ,noun,житие ,,
,чӗрчун,noun,животина ,,
,ылтăн,noun,злато ,,
,асамăç,nonetype,волшебник,маг,кудесник ,,
,асамла,nonetype,творить волшебство ,,
,с Руского,u0415 u041e,у Красули белая шёрстка ,,
,Вырăнти хăй тытăмлăх,nonetype,местное самоуправление ,,
,Вырăнти калаçу,nonetype,говор ,,
,Лазурит,nonetype,Лазурит ,,
,Пăтă,nonetype,гречневая каша ,,
,+,nonetype,плюс ,,
,Халăх хуçалăхĕ,nonetype,народное хозяйство ,,
,Кăнтăр апачĕ,nonetype,Ланч ,,
,Математикăллă рок,nonetype,Математический рок ,,
,Роди изотопĕсем,nonetype,Изотопы родия ,,
,Кадми изотопĕсем,nonetype,Изотопы кадмия ,,
,Катемпи,nonetype,Пугало ,,
,Турă тупăкĕ,nonetype,Гроб Господень ,,
,Бром изотопĕсем,nonetype,Изотопы брома ,,
,Галли изотопĕсем,nonetype,Изотопы галлия ,,
,Эстамп,nonetype,эстамп ,,
,Интернет журналистика,nonetype,Интернет-журналистика ,,
,Шунтă шăрчĕ,nonetype,туалетный ёршик ,,
,Калифорни изотопĕсем,nonetype,Изотопы калифорния ,,
,Пифос,nonetype,Пифос ,,
,Математикăлла логика,nonetype,математическая логика ,,
,Çамлăх,nonetype,Лиственный лес ,,
,Сывлăш чăмăрĕ,nonetype,аэростат ,,
,Ик яруслă вакун,nonetype,Двухэтажный вагон ,,
,Чукун çул тоннелĕ,nonetype,железнодорожный тоннель ,,
,Кĕмĕл изотопĕсем,nonetype,Изотопы серебра ,,
,Паллади изотопĕсем,nonetype,Изотопы палладия ,,
,Строфион,nonetype,Строфион ,,
,Кану кунĕсем,nonetype,Каникулы ,,
,Конъектура,nonetype,Конъектура ,,
,Сферăллă виç кĕтеслĕх,nonetype,сферический треугольник ,,
,Экономика хутшăнăвĕсем,nonetype,экономические отношения ,,
,Тори изотопĕсем,nonetype,изотопы тория ,,
,Хăлаç,nonetype,сажень ,,
,Германи изотопĕсем,nonetype,изотопы германия ,,
,Рутени изотопĕсем,nonetype,Изотопы рутения ,,
,Орфоэпи,nonetype,Орфоэпия ,,
,орфоэпи,nonetype,Орфоэпия ,,
,Чарăну çумĕнчи паççулкă,nonetype,посёлок станции ,,
,Лингвоцид,nonetype,Лингвоцид ,,
,Полони изотопĕсем,nonetype,Изотопы полония ,,
,Журналист,nonetype,журналист ,,
,Экономика районĕ,nonetype,экономический район ,,
,Иртнĕ вăхăт,nonetype,прошедшее время ,,
,Хутор,nonetype,хутор ,,
,Вершук,nonetype,вершок ,,
,Тиек,nonetype,Дьяк ,,
,Маркăмăш изотопĕсем,nonetype,Изотопы мышьяка ,,
,Блиндаж,nonetype,блиндаж ,,
,Артиллери кĕпçи,nonetype,артиллерийское орудие ,,
,Пранк,nonetype,Пранк ,,
,Шăрату лампи,nonetype,Паяльная лампа ,,
,Семантика (программăлани),nonetype,семантика языков программирования ,,
,Укçа пухни,nonetype,коллекционирование монет ,,
,Натураллă хуçалăх,nonetype,Натуральное хозяйство ,,
,натураллă хуçалăх,nonetype,Натуральное хозяйство ,,
,Пакгауз,nonetype,Пакгауз ,,
,Хĕрт-сурт,nonetype,домовой ,,
,Чунçӳрев,nonetype,паломничество ,,
,Кĕсмен,nonetype,Весло ,,
,кӗсмен,nonetype,Весло ,,
,Ăнăçу,nonetype,Удача ,,
,ăнăçлăх,nonetype,Удача ,,
,ăнăçу,nonetype,Удача ,,
,ăраскал,nonetype,Удача ,,
,телей,noun,Удача ,,
,Франци изотопĕсем,nonetype,Изотопы франция ,,
,Протактини изотопĕсем,nonetype,Изотопы протактиния ,,
,Хӳшĕ,nonetype,Шалаш ,,
,ÿпле,nonetype,Шалаш ,,
,хÿшĕ,nonetype,Шалаш ,,
,Йĕрĕлчĕ,nonetype,Пряслице ,,
,Унтăсем,nonetype,Унты ,,
,-,nonetype,минус ,,
,Çĕнĕ Самана,nonetype,Раннее Новое время ,,
,философ,nonetype,философ ,,
,Тăхлан изотопĕсем,nonetype,Изотопы олова ,,
,Варваризм,nonetype,варваризм ,,
,Айсвайн,nonetype,Ледяное вино ,,
,Барристер,nonetype,барристер ,,
,Эйнштейни изотопĕсем,nonetype,Изотопы эйнштейния ,,
,Мăнкăмăллăх,nonetype,гордыня ,,
,Фуршет,nonetype,фуршет ,,
,Ромбокубоктаэдр,nonetype,ромбокубооктаэдр ,,
,Вăйă ăсти,nonetype,Мастер ,,
,ăста,nonetype,Мастер ,,
,ăстаçă,nonetype,Мастер ,,
,маçтăр,nonetype,Мастер ,,
,Хăна кĕнеки,nonetype,Гостевая книга ,,
,Эпопея,nonetype,эпос ,,
,Эпос,nonetype,эпос ,,
,Лезгинка,nonetype,Лезгинка ,,
,лезгинка,nonetype,Лезгинка ,,
,Аршăн,nonetype,аршин ,,
,Дижестив,nonetype,Дижестив ,,
,Чĕркĕмĕл изотопĕсем,nonetype,Изотопы ртути ,,
,Ылтăн изотопĕсем,nonetype,Изотопы золота ,,
,Стронци изотопĕсем,nonetype,Изотопы стронция ,,
,Бьеф,nonetype,Бьеф ,,
,Маргинал,nonetype,Маргинал ,,
,Криптон изотопĕсем,nonetype,Изотопы криптона ,,
,Кобальт изотопĕсем,nonetype,Изотопы кобальта ,,
,Цери изотопĕсем,nonetype,Изотопы церия ,,
,Койка,nonetype,Койка ,,
,кравать,nonetype,Койка ,,
,Фарсах,nonetype,Фарсах ,,
,Вулăс,nonetype,волость ,,
,Вутăш,nonetype,водяной ,,
,Хуняма,nonetype,мать супруга ,,
,Алюмини изотопĕсем,nonetype,Изотопы алюминия ,,
,Америци изотопĕсем,nonetype,Америций-241 ,,
,Унунпенти изотопĕсем,nonetype,Изотопы унунпентия ,,
,Диадема,nonetype,Диадема ,,
,Мюнстер,nonetype,Мюнстер ,,
,Çĕр управĕ,nonetype,шахта ,,
,Куб,nonetype,куб ,,
,Синквейн,nonetype,Синквейн ,,
,Аш арманĕ,nonetype,Мясорубка ,,
,аш арманĕ,nonetype,Мясорубка ,,
,Мисвак,nonetype,Мисвак ,,
,Аншарли,nonetype,Самогон ,,
,аншарли,nonetype,Самогон ,,
,сăмакун,nonetype,Самогон ,,
,Милдью,nonetype,Мучнистая роса ,,
,милдью,nonetype,Мучнистая роса ,,
,Хырăмайлăх,nonetype,Сбруя ,,
,лаша таврашĕ,nonetype,Сбруя ,,
,Литература чĕлхи,nonetype,литературный язык ,,
,Циркони изотопĕсем,nonetype,Изотопы циркония ,,
,Тимĕр изотопĕсем,nonetype,Изотопы железа ,,
,Çыран,nonetype,Овраг ,,
,çырма,nonetype,Овраг ,,
,çыр,nonetype,Овраг ,,
